id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,harapan_lama_sekolah,satuan,tahun
324,32,JAWA BARAT,3279,KOTA BANJAR,13.24,TAHUN,2021
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,12.5,TAHUN,2022
326,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,12.25,TAHUN,2022
327,32,JAWA BARAT,3203,KABUPATEN CIANJUR,12.01,TAHUN,2022
328,32,JAWA BARAT,3204,KABUPATEN BANDUNG,12.71,TAHUN,2022
329,32,JAWA BARAT,3205,KABUPATEN GARUT,12.15,TAHUN,2022
330,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,12.59,TAHUN,2022
331,32,JAWA BARAT,3207,KABUPATEN CIAMIS,14.28,TAHUN,2022
332,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,12.24,TAHUN,2022
333,32,JAWA BARAT,3209,KABUPATEN CIREBON,12.28,TAHUN,2022
334,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,12.24,TAHUN,2022
335,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,12.99,TAHUN,2022
336,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,12.27,TAHUN,2022
337,32,JAWA BARAT,3213,KABUPATEN SUBANG,11.78,TAHUN,2022
338,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,12.13,TAHUN,2022
339,32,JAWA BARAT,3215,KABUPATEN KARAWANG,12.19,TAHUN,2022
340,32,JAWA BARAT,3216,KABUPATEN BEKASI,13.11,TAHUN,2022
341,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,11.89,TAHUN,2022
342,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,12.11,TAHUN,2022
343,32,JAWA BARAT,3271,KOTA BOGOR,13.43,TAHUN,2022
344,32,JAWA BARAT,3272,KOTA SUKABUMI,13.59,TAHUN,2022
345,32,JAWA BARAT,3273,KOTA BANDUNG,14.23,TAHUN,2022
346,32,JAWA BARAT,3274,KOTA CIREBON,13.14,TAHUN,2022
347,32,JAWA BARAT,3275,KOTA BEKASI,14.11,TAHUN,2022
348,32,JAWA BARAT,3276,KOTA DEPOK,13.94,TAHUN,2022
349,32,JAWA BARAT,3277,KOTA CIMAHI,13.82,TAHUN,2022
350,32,JAWA BARAT,3278,KOTA TASIKMALAYA,13.47,TAHUN,2022
351,32,JAWA BARAT,3279,KOTA BANJAR,13.25,TAHUN,2022
352,32,JAWA BARAT,3201,KABUPATEN BOGOR,12.64,TAHUN,2023
353,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,12.38,TAHUN,2023
354,32,JAWA BARAT,3203,KABUPATEN CIANJUR,12.03,TAHUN,2023
355,32,JAWA BARAT,3204,KABUPATEN BANDUNG,12.73,TAHUN,2023
356,32,JAWA BARAT,3205,KABUPATEN GARUT,12.16,TAHUN,2023
357,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,12.63,TAHUN,2023
358,32,JAWA BARAT,3207,KABUPATEN CIAMIS,14.29,TAHUN,2023
359,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,12.26,TAHUN,2023
360,32,JAWA BARAT,3209,KABUPATEN CIREBON,12.41,TAHUN,2023
361,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,12.26,TAHUN,2023
362,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,13.01,TAHUN,2023
363,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,12.29,TAHUN,2023
364,32,JAWA BARAT,3213,KABUPATEN SUBANG,11.91,TAHUN,2023
365,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,12.18,TAHUN,2023
366,32,JAWA BARAT,3215,KABUPATEN KARAWANG,12.2,TAHUN,2023
367,32,JAWA BARAT,3216,KABUPATEN BEKASI,13.17,TAHUN,2023
368,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,11.91,TAHUN,2023
369,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,12.3,TAHUN,2023
370,32,JAWA BARAT,3271,KOTA BOGOR,13.45,TAHUN,2023
371,32,JAWA BARAT,3272,KOTA SUKABUMI,13.6,TAHUN,2023
372,32,JAWA BARAT,3273,KOTA BANDUNG,14.24,TAHUN,2023
373,32,JAWA BARAT,3274,KOTA CIREBON,13.16,TAHUN,2023
374,32,JAWA BARAT,3275,KOTA BEKASI,14.12,TAHUN,2023
375,32,JAWA BARAT,3276,KOTA DEPOK,13.96,TAHUN,2023
376,32,JAWA BARAT,3277,KOTA CIMAHI,13.84,TAHUN,2023
377,32,JAWA BARAT,3278,KOTA TASIKMALAYA,13.49,TAHUN,2023
378,32,JAWA BARAT,3279,KOTA BANJAR,13.27,TAHUN,2023
